"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00284339","JERSEY CITY, NJ US","1982-06-19","0.0","22.2","17.8","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-06-20","0.0","23.3","17.2",
"USC00284339","JERSEY CITY, NJ US","1982-06-21","15.2","26.7","15.0","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-06-22","0.0","24.4","18.9","18.9"
"USC00284339","JERSEY CITY, NJ US","1982-06-23","4.3","24.4","15.6","18.9"
"USC00284339","JERSEY CITY, NJ US","1982-06-24","0.0","26.1","15.6","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-06-25","0.0","25.6","15.6","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-06-26","0.0","30.0","21.1","23.9"
"USC00284339","JERSEY CITY, NJ US","1982-06-27","0.0","25.6","18.9","18.9"
"USC00284339","JERSEY CITY, NJ US","1982-06-28","0.0","26.1","18.9","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-06-29","15.5","22.2","20.6","20.6"
"USC00284339","JERSEY CITY, NJ US","1982-06-30",,,,
"USC00284339","JERSEY CITY, NJ US","1982-07-01","0.0","25.6","16.7","18.9"
"USC00284339","JERSEY CITY, NJ US","1982-07-02","0.0","26.1","15.6","21.7"
"USC00284339","JERSEY CITY, NJ US","1982-07-03","4.6","21.7","15.6","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-07-04","0.0","25.0","14.4","18.9"
"USC00284339","JERSEY CITY, NJ US","1982-07-05","0.0","24.4","16.7","20.6"
"USC00284339","JERSEY CITY, NJ US","1982-07-06","0.0","23.9","18.3","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-07-07","0.0","27.8","19.4","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-07-08","0.0","33.3","20.0","27.8"
"USC00284339","JERSEY CITY, NJ US","1982-07-09","0.0","33.3","24.4","24.4"
"USC00284339","JERSEY CITY, NJ US","1982-07-10","0.0","31.1","20.6","23.3"
"USC00284339","JERSEY CITY, NJ US","1982-07-11","0.0","25.6","21.1","21.7"
"USC00284339","JERSEY CITY, NJ US","1982-07-12","0.0","28.9","20.6",
"USC00284339","JERSEY CITY, NJ US","1982-07-13","0.0","29.4","21.1","25.6"
"USC00284339","JERSEY CITY, NJ US","1982-07-14","0.0","28.3","22.2","23.3"
"USC00284339","JERSEY CITY, NJ US","1982-07-15","0.0","28.3","22.2","23.9"
"USC00284339","JERSEY CITY, NJ US","1982-07-16","0.0","28.9","22.2","27.8"
"USC00284339","JERSEY CITY, NJ US","1982-07-17","0.0","31.7","26.7","26.7"
"USC00284339","JERSEY CITY, NJ US","1982-07-18","0.0","33.3","25.6","30.6"
"USC00284339","JERSEY CITY, NJ US","1982-07-19","0.0","35.6","26.7","26.7"
"USC00284339","JERSEY CITY, NJ US","1982-07-20","19.6","26.7","20.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-07-21","0.0","22.8","16.7","21.7"
"USC00284339","JERSEY CITY, NJ US","1982-07-22","0.0","31.1","21.1",
"USC00284339","JERSEY CITY, NJ US","1982-07-23","0.0","30.0","21.1","25.6"
"USC00284339","JERSEY CITY, NJ US","1982-07-24","0.0","30.0","20.6","23.3"
"USC00284339","JERSEY CITY, NJ US","1982-07-25","0.0","32.2","20.6","26.7"
"USC00284339","JERSEY CITY, NJ US","1982-07-26","6.4","33.3","22.2","25.6"
"USC00284339","JERSEY CITY, NJ US","1982-07-27","0.0","27.8","22.2","25.0"
"USC00284339","JERSEY CITY, NJ US","1982-07-28","41.9","24.4","20.0","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-07-29","0.0","28.9","16.7","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-07-30","0.0","24.4","17.8","22.8"
"USC00284339","JERSEY CITY, NJ US","1982-07-31","0.0","26.1","20.0","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-01","0.0","28.9","20.0","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-02","0.0","28.9","18.9","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-03","0.0","26.1","20.0","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-04","19.6","30.6","22.2","24.4"
"USC00284339","JERSEY CITY, NJ US","1982-08-05","0.0","25.6","21.1","23.3"
"USC00284339","JERSEY CITY, NJ US","1982-08-06","0.0","24.4","19.4","22.8"
"USC00284339","JERSEY CITY, NJ US","1982-08-07","0.0","25.6","20.0","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-08","17.8","27.8","22.2","23.3"
"USC00284339","JERSEY CITY, NJ US","1982-08-09","0.0","30.0","21.1","23.3"
"USC00284339","JERSEY CITY, NJ US","1982-08-10","6.1","23.3","16.1","16.1"
"USC00284339","JERSEY CITY, NJ US","1982-08-11","0.3","24.4","15.6","19.4"
"USC00284339","JERSEY CITY, NJ US","1982-08-12","0.0","26.1","15.6","19.4"
"USC00284339","JERSEY CITY, NJ US","1982-08-13","0.0","25.0","15.6","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-08-14","0.0","28.9","16.7","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-15","0.0","30.0","17.8","25.0"
"USC00284339","JERSEY CITY, NJ US","1982-08-16","0.0","30.0","21.1","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-17","0.0","25.6","20.0","20.6"
"USC00284339","JERSEY CITY, NJ US","1982-08-18","0.0","27.8","16.1","23.3"
"USC00284339","JERSEY CITY, NJ US","1982-08-19","0.0","28.9","20.0","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-20","0.0","22.8","15.6","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-08-21","0.0","20.0","10.0","18.3"
"USC00284339","JERSEY CITY, NJ US","1982-08-22","11.7","23.3","16.7","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-08-23","0.0","27.2","18.9","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-08-24","41.9","27.8","17.8","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-08-25","0.0","26.7","15.0","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-08-26","0.0","23.3","18.9","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-08-27","0.0","23.3","13.3","13.3"
"USC00284339","JERSEY CITY, NJ US","1982-08-28","0.0","20.6","8.3","16.1"
"USC00284339","JERSEY CITY, NJ US","1982-08-29","0.0","21.1","15.0","16.7"
"USC00284339","JERSEY CITY, NJ US","1982-08-30","0.0","23.9","16.1","21.7"
"USC00284339","JERSEY CITY, NJ US","1982-08-31",,,,
"USC00284339","JERSEY CITY, NJ US","1982-09-01","2.5","22.2","18.3","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-09-02","8.1","27.2","20.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-09-03","4.1","26.1","17.8","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-09-04","0.0","22.2","15.0","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-09-05","0.0","24.4","12.2","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-09-06","0.0","27.2","15.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-09-07","0.0","23.3","15.6","16.1"
"USC00284339","JERSEY CITY, NJ US","1982-09-08","0.0","20.6","14.4","16.7"
"USC00284339","JERSEY CITY, NJ US","1982-09-09","0.0","25.0","15.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-09-10","0.0","30.6","15.6","33.9"
"USC00284339","JERSEY CITY, NJ US","1982-09-11","0.0","31.7","17.8","22.2"
"USC00284339","JERSEY CITY, NJ US","1982-09-12","0.0","30.0","18.9","22.8"
"USC00284339","JERSEY CITY, NJ US","1982-09-13","0.0","25.6","18.9","19.4"
"USC00284339","JERSEY CITY, NJ US","1982-09-14","0.0","23.9","18.9",
"USC00284339","JERSEY CITY, NJ US","1982-09-15","0.0","23.3","16.7","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-09-16","0.0","21.1","18.9","18.9"
"USC00284339","JERSEY CITY, NJ US","1982-09-17","0.0","21.1","13.3","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-09-18","0.0","25.6","11.1","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-09-19","0.0","20.0","13.3","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-09-20","7.6","16.1","12.2","12.2"
"USC00284339","JERSEY CITY, NJ US","1982-09-21","0.0","18.9","11.1","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-09-22","6.9","17.8","12.2","15.0"
"USC00284339","JERSEY CITY, NJ US","1982-09-23","5.3","18.9","14.4","14.4"
"USC00284339","JERSEY CITY, NJ US","1982-09-24","0.0","22.2","11.1","16.7"
"USC00284339","JERSEY CITY, NJ US","1982-09-25","0.0","22.2","12.2","16.7"
"USC00284339","JERSEY CITY, NJ US","1982-09-26","0.0","20.0","12.2","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-09-27","0.3","23.3","16.1","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-09-28","0.0","23.3","15.6","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-09-29","0.0","21.1","15.6","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-09-30","0.0","17.2","14.4","16.7"
"USC00284339","JERSEY CITY, NJ US","1982-10-01","0.0","26.7","15.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1982-10-02","0.0","21.1","13.3","13.3"
"USC00284339","JERSEY CITY, NJ US","1982-10-03","0.0","21.1","10.0","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-10-04","0.0","26.1","15.0","16.7"
"USC00284339","JERSEY CITY, NJ US","1982-10-05","0.0","23.9","12.2","18.3"
"USC00284339","JERSEY CITY, NJ US","1982-10-06","0.0","24.4","16.1","19.4"
"USC00284339","JERSEY CITY, NJ US","1982-10-07","0.0","22.8","17.8","18.9"
"USC00284339","JERSEY CITY, NJ US","1982-10-08","0.0","24.4","17.8","21.1"
"USC00284339","JERSEY CITY, NJ US","1982-10-09","2.5","21.1","10.0","10.0"
"USC00284339","JERSEY CITY, NJ US","1982-10-10","0.0","13.3","7.8","10.0"
"USC00284339","JERSEY CITY, NJ US","1982-10-11","0.0","16.7","4.4","12.2"
"USC00284339","JERSEY CITY, NJ US","1982-10-12","0.0","15.6","8.9","10.0"
"USC00284339","JERSEY CITY, NJ US","1982-10-13","0.0","20.0","12.8","13.3"
"USC00284339","JERSEY CITY, NJ US","1982-10-14","0.0","20.0","12.8","15.0"
"USC00284339","JERSEY CITY, NJ US","1982-10-15","0.0","18.9","10.0","13.3"
"USC00284339","JERSEY CITY, NJ US","1982-10-16","0.0","13.3","6.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1982-10-17","0.0","11.7","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-10-18","0.0","13.3","3.9","10.0"
"USC00284339","JERSEY CITY, NJ US","1982-10-19","0.0","17.8","7.8","12.2"
"USC00284339","JERSEY CITY, NJ US","1982-10-20","0.0","18.9","8.3","16.1"
"USC00284339","JERSEY CITY, NJ US","1982-10-21","4.6","17.2","8.9","8.9"
"USC00284339","JERSEY CITY, NJ US","1982-10-22","0.0","12.2","3.9","3.9"
"USC00284339","JERSEY CITY, NJ US","1982-10-23","0.0","10.0","0.0","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-10-24","0.0","11.1","2.2","7.8"
"USC00284339","JERSEY CITY, NJ US","1982-10-25","26.7","8.3","3.3","7.2"
"USC00284339","JERSEY CITY, NJ US","1982-10-26","12.4","14.4","5.6","11.1"
"USC00284339","JERSEY CITY, NJ US","1982-10-27","0.0","16.7","4.4","9.4"
"USC00284339","JERSEY CITY, NJ US","1982-10-28","0.0","17.8","4.4","11.1"
"USC00284339","JERSEY CITY, NJ US","1982-10-29","0.0","19.4","7.8","11.1"
"USC00284339","JERSEY CITY, NJ US","1982-10-30","0.0","20.0","8.9","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-10-31","0.0","18.9","12.2","16.1"
"USC00284339","JERSEY CITY, NJ US","1982-11-01","0.0","25.6","14.4","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-11-02","0.0","23.9","14.4","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-11-03","15.2","22.2","15.6","15.6"
"USC00284339","JERSEY CITY, NJ US","1982-11-04","0.5","20.6","15.6","17.8"
"USC00284339","JERSEY CITY, NJ US","1982-11-05","12.2","17.8","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1982-11-06","0.0","10.0","0.0","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-11-07","0.0","12.8","1.1","6.1"
"USC00284339","JERSEY CITY, NJ US","1982-11-08","0.0","17.8","4.4","12.2"
"USC00284339","JERSEY CITY, NJ US","1982-11-09","0.0","13.3","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-11-10","0.0","10.0","2.2","5.6"
"USC00284339","JERSEY CITY, NJ US","1982-11-11","0.0","13.3","2.2","12.2"
"USC00284339","JERSEY CITY, NJ US","1982-11-12","0.8","18.9","10.6","16.1"
"USC00284339","JERSEY CITY, NJ US","1982-11-13","33.0","16.1","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1982-11-14","0.0","7.8","1.1","0.0"
"USC00284339","JERSEY CITY, NJ US","1982-11-15","0.3","9.4","-0.6","-0.6"
"USC00284339","JERSEY CITY, NJ US","1982-11-16","0.0","8.9","-2.2","3.3"
"USC00284339","JERSEY CITY, NJ US","1982-11-17","0.0","11.7","2.2","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-11-18","0.0","14.4","2.2","8.9"
"USC00284339","JERSEY CITY, NJ US","1982-11-19","0.0","10.6","6.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1982-11-20","0.0","11.1","6.7","10.0"
"USC00284339","JERSEY CITY, NJ US","1982-11-21","0.0","13.3","8.9","11.1"
"USC00284339","JERSEY CITY, NJ US","1982-11-22","0.0","16.1","10.0","12.8"
"USC00284339","JERSEY CITY, NJ US","1982-11-23","0.0","15.6","9.4","9.4"
"USC00284339","JERSEY CITY, NJ US","1982-11-24","32.8","12.2","0.6","0.0"
"USC00284339","JERSEY CITY, NJ US","1982-11-25","0.0","7.2","-2.2","3.3"
"USC00284339","JERSEY CITY, NJ US","1982-11-26","0.8","10.0","2.2","6.7"
"USC00284339","JERSEY CITY, NJ US","1982-11-27","0.0","5.6","-2.8","-2.8"
"USC00284339","JERSEY CITY, NJ US","1982-11-28","10.7","3.9","-4.4","2.2"
"USC00284339","JERSEY CITY, NJ US","1982-11-29","18.8","11.7","2.2","6.7"
"USC00284339","JERSEY CITY, NJ US","1982-11-30","0.0","14.4","5.6","6.7"
"USC00284339","JERSEY CITY, NJ US","1982-12-01","7.6","14.4","4.4","11.1"
"USC00284339","JERSEY CITY, NJ US","1982-12-02","0.0","13.3","10.0","10.6"
"USC00284339","JERSEY CITY, NJ US","1982-12-03","0.5","13.9","8.9","12.2"
"USC00284339","JERSEY CITY, NJ US","1982-12-04","0.0","21.1","13.3","16.7"
"USC00284339","JERSEY CITY, NJ US","1982-12-05","0.0","16.7","12.2","12.2"
"USC00284339","JERSEY CITY, NJ US","1982-12-06","0.3","20.0","12.2","14.4"
"USC00284339","JERSEY CITY, NJ US","1982-12-07","0.0","13.3","5.6","5.6"
"USC00284339","JERSEY CITY, NJ US","1982-12-08","0.0","11.7","3.3","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-12-09","0.0","4.4","-8.3","-8.3"
"USC00284339","JERSEY CITY, NJ US","1982-12-10","0.0","0.0","-11.1","0.0"
"USC00284339","JERSEY CITY, NJ US","1982-12-11","0.0","1.7","-1.7","-1.1"
"USC00284339","JERSEY CITY, NJ US","1982-12-12","0.0","-1.7","-7.8","-5.6"
"USC00284339","JERSEY CITY, NJ US","1982-12-13","0.0","-5.6","-11.1","-6.1"
"USC00284339","JERSEY CITY, NJ US","1982-12-14","0.0","2.2","-7.8","-1.1"
"USC00284339","JERSEY CITY, NJ US","1982-12-15","0.0","8.3","-2.2","8.3"
"USC00284339","JERSEY CITY, NJ US","1982-12-16","7.6","15.0","6.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1982-12-17","0.0","5.6","-5.6","-5.6"
"USC00284339","JERSEY CITY, NJ US","1982-12-18","0.0","-1.1","-7.8","-2.8"
"USC00284339","JERSEY CITY, NJ US","1982-12-19","0.0","1.7","-2.8","3.9"
"USC00284339","JERSEY CITY, NJ US","1982-12-20","0.3","2.2","-1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1982-12-21","0.0","4.4","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1982-12-22","0.0","3.9","-1.1","0.0"
"USC00284339","JERSEY CITY, NJ US","1982-12-23","0.3","6.7","-1.1","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-12-24","3.0","11.1","3.9","3.9"
"USC00284339","JERSEY CITY, NJ US","1982-12-25","0.5","16.7","4.4","15.0"
"USC00284339","JERSEY CITY, NJ US","1982-12-26","0.0","16.7","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1982-12-27","1.3","5.6","1.1","6.1"
"USC00284339","JERSEY CITY, NJ US","1982-12-28","0.0",,,
"USC00284339","JERSEY CITY, NJ US","1982-12-29","1.8","3.3","16.1","3.3"
"USC00284339","JERSEY CITY, NJ US","1982-12-30","0.0","6.1","-1.1","0.6"
"USC00284339","JERSEY CITY, NJ US","1982-12-31","0.0","2.2","-1.7","1.1"
"USC00284339","JERSEY CITY, NJ US","1983-01-01","0.0","7.8","0.0","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-01-02","0.0","6.1","1.1",
"USC00284339","JERSEY CITY, NJ US","1983-01-03","0.0","3.3","-2.2","-2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-04","0.0","-1.1","-4.4","-3.3"
"USC00284339","JERSEY CITY, NJ US","1983-01-05",,"3.3","-3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-01-06","0.5","6.7","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-07","0.0","7.8","3.9","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-01-08","0.0","6.7","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-09","0.0","2.2","-2.2","1.1"
"USC00284339","JERSEY CITY, NJ US","1983-01-10",,"11.7","-16.1","11.7"
"USC00284339","JERSEY CITY, NJ US","1983-01-11",,"12.8","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-01-12","0.0","6.7","-4.4","-4.4"
"USC00284339","JERSEY CITY, NJ US","1983-01-13","0.0","0.0","-7.2","-3.9"
"USC00284339","JERSEY CITY, NJ US","1983-01-14","0.0","2.2","-6.7","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-15",,"2.2","-2.2","-1.1"
"USC00284339","JERSEY CITY, NJ US","1983-01-16",,"0.6","-4.4","-4.4"
"USC00284339","JERSEY CITY, NJ US","1983-01-17","0.0","-1.1","-7.8","-6.7"
"USC00284339","JERSEY CITY, NJ US","1983-01-18","0.0","-6.1","-12.8","-12.8"
"USC00284339","JERSEY CITY, NJ US","1983-01-19","0.0","-7.2","-13.3","-12.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-20","0.0","-3.3","-13.3","-7.8"
"USC00284339","JERSEY CITY, NJ US","1983-01-21","0.0","0.0","-8.9","-5.6"
"USC00284339","JERSEY CITY, NJ US","1983-01-22","0.0","2.2","-7.2","1.1"
"USC00284339","JERSEY CITY, NJ US","1983-01-23",,"0.6","10.0","6.1"
"USC00284339","JERSEY CITY, NJ US","1983-01-24","0.0","6.7","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-25","0.0","6.7","0.6","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-26","0.0","2.2","-1.1","-1.1"
"USC00284339","JERSEY CITY, NJ US","1983-01-27","0.0","0.0","-2.2","-2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-28","0.0","1.1","-3.3","-2.2"
"USC00284339","JERSEY CITY, NJ US","1983-01-29","0.0","5.0","-5.6","0.0"
"USC00284339","JERSEY CITY, NJ US","1983-01-30",,"6.1","-2.2","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-01-31","0.0","7.8","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-02-03",,"13.3","6.1","6.1"
"USC00284339","JERSEY CITY, NJ US","1983-02-04",,"5.0","-5.0","-5.0"
"USC00284339","JERSEY CITY, NJ US","1983-02-05",,"-1.1","-7.8","-6.7"
"USC00284339","JERSEY CITY, NJ US","1983-02-07",,"0.6","-3.3","0.0"
"USC00284339","JERSEY CITY, NJ US","1983-02-08",,"1.7","-3.9","-3.9"
"USC00284339","JERSEY CITY, NJ US","1983-02-09",,"-1.1","-6.7","-6.7"
"USC00284339","JERSEY CITY, NJ US","1983-02-10",,"-3.3","-12.2","-7.2"
"USC00284339","JERSEY CITY, NJ US","1983-02-11",,"-7.8","-9.4","-8.3"
"USC00284339","JERSEY CITY, NJ US","1983-02-12",,"1.1","-8.3","-6.7"
"USC00284339","JERSEY CITY, NJ US","1983-02-13","0.0","2.2","-10.6","-2.8"
"USC00284339","JERSEY CITY, NJ US","1983-02-14","0.0","3.9","-6.7","-1.1"
"USC00284339","JERSEY CITY, NJ US","1983-02-15","0.0","8.9","-2.8","1.1"
"USC00284339","JERSEY CITY, NJ US","1983-02-16","0.0","6.1","0.0","3.9"
"USC00284339","JERSEY CITY, NJ US","1983-02-17","0.3","6.1","2.2","2.8"
"USC00284339","JERSEY CITY, NJ US","1983-02-18","0.0","10.0","1.1","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-02-19","0.0","7.2","-1.1","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-02-20","0.0","7.2","-1.1","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-02-21","0.0","10.0","0.0","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-02-22","0.0","10.0","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-02-23","6.1","7.8","3.3","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-02-24","0.0","7.2","0.0","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-02-25","0.0","5.6","0.0","0.0"
"USC00284339","JERSEY CITY, NJ US","1983-02-26","0.0","0.0","-3.3","-2.2"
"USC00284339","JERSEY CITY, NJ US","1983-02-27","0.0","8.9","-4.4","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-02-28","0.0","11.1","0.0","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-03-01","23.6","7.8","2.2","5.6"
"USC00284339","JERSEY CITY, NJ US","1983-03-02","14.2","15.0","5.6","7.8"
"USC00284339","JERSEY CITY, NJ US","1983-03-03","0.0","13.3","4.4","5.6"
"USC00284339","JERSEY CITY, NJ US","1983-03-04","1.0","6.7","5.0","5.0"
"USC00284339","JERSEY CITY, NJ US","1983-03-05","0.5","8.9","3.3","5.6"
"USC00284339","JERSEY CITY, NJ US","1983-03-06","0.0","7.2","1.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1983-03-07","8.1","7.2","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-03-08","21.8","3.9","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-03-09","1.3","7.2","3.3","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-03-10","16.3","5.6","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-03-11","13.7","7.2","3.3","3.9"
"USC00284339","JERSEY CITY, NJ US","1983-03-12","11.7","4.4","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1983-03-13","0.0","12.2","1.1","5.6"
"USC00284339","JERSEY CITY, NJ US","1983-03-14","0.0","15.0","3.9","6.1"
"USC00284339","JERSEY CITY, NJ US","1983-03-15","0.0","17.8","5.6","5.6"
"USC00284339","JERSEY CITY, NJ US","1983-03-16","0.0","12.2","4.4","5.0"
"USC00284339","JERSEY CITY, NJ US","1983-03-17","0.0","7.2","3.3","5.6"
"USC00284339","JERSEY CITY, NJ US","1983-03-18","49.5","9.4","3.3","11.1"
"USC00284339","JERSEY CITY, NJ US","1983-03-19","3.8","12.2","10.0","11.7"
"USC00284339","JERSEY CITY, NJ US","1983-03-20","0.5","14.4","8.3","8.9"
"USC00284339","JERSEY CITY, NJ US","1983-03-21","29.5","12.2","5.6","7.8"
"USC00284339","JERSEY CITY, NJ US","1983-03-22","0.0","4.4","-1.1","-1.1"
"USC00284339","JERSEY CITY, NJ US","1983-03-23","0.0","6.7","-4.4","0.0"
"USC00284339","JERSEY CITY, NJ US","1983-03-24","0.0","5.0","-3.9","-2.2"
"USC00284339","JERSEY CITY, NJ US","1983-03-25","0.0","5.6","-5.0","0.0"
"USC00284339","JERSEY CITY, NJ US","1983-03-26","0.0","10.0","-4.4","2.8"
"USC00284339","JERSEY CITY, NJ US","1983-03-27","21.6","7.2","2.8","8.9"
"USC00284339","JERSEY CITY, NJ US","1983-03-28","2.5","12.8","6.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1983-03-29","0.3","7.2","-1.1","-1.1"
"USC00284339","JERSEY CITY, NJ US","1983-03-30","0.0","8.9","-2.8","2.8"
"USC00284339","JERSEY CITY, NJ US","1983-03-31","0.0","6.1","0.0","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-04-01","0.0",,,
"USC00284339","JERSEY CITY, NJ US","1983-04-02","0.0",,,
"USC00284339","JERSEY CITY, NJ US","1983-04-03","0.0",,,
"USC00284339","JERSEY CITY, NJ US","1983-04-04","0.0","15.6","5.6","7.8"
"USC00284339","JERSEY CITY, NJ US","1983-04-05","0.0","15.6","6.7","10.0"
"USC00284339","JERSEY CITY, NJ US","1983-04-06","0.0","11.1","4.4","7.2"
"USC00284339","JERSEY CITY, NJ US","1983-04-07","3.3","12.2","7.8","10.0"
"USC00284339","JERSEY CITY, NJ US","1983-04-08","31.2","14.4","8.9","10.0"
"USC00284339","JERSEY CITY, NJ US","1983-04-09","0.3","14.4","7.8","7.8"
"USC00284339","JERSEY CITY, NJ US","1983-04-10","50.3","8.9","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-04-11","0.3","13.3","6.7","7.8"
"USC00284339","JERSEY CITY, NJ US","1983-04-12","0.0","13.3","4.4","7.8"
"USC00284339","JERSEY CITY, NJ US","1983-04-13","0.0","12.2","4.4","7.2"
"USC00284339","JERSEY CITY, NJ US","1983-04-14","0.0","7.8","5.6","6.7"
"USC00284339","JERSEY CITY, NJ US","1983-04-15","0.5","12.2","7.2","8.9"
"USC00284339","JERSEY CITY, NJ US","1983-04-16","50.8","10.0","2.8","3.3"
"USC00284339","JERSEY CITY, NJ US","1983-04-17","0.0","1.1","14.4","8.9"
"USC00284339","JERSEY CITY, NJ US","1983-04-18","0.3","7.8","2.2","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-04-19","26.7","4.4","0.6","2.2"
"USC00284339","JERSEY CITY, NJ US","1983-04-20",,,,
"USC00284339","JERSEY CITY, NJ US","1983-04-21","0.0","13.9","3.3","10.0"
"USC00284339","JERSEY CITY, NJ US","1983-04-22","0.0","17.2","6.1","10.0"
"USC00284339","JERSEY CITY, NJ US","1983-04-23","0.0","16.7","5.6","11.7"
"USC00284339","JERSEY CITY, NJ US","1983-04-24","30.5","13.3","10.0","11.7"
"USC00284339","JERSEY CITY, NJ US","1983-04-25","18.0","11.1","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1983-04-26","0.0","17.8","4.4","10.0"
"USC00284339","JERSEY CITY, NJ US","1983-04-27","0.0","24.4","8.9","17.8"
