"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00284339","JERSEY CITY, NJ US","1987-11-07","0.0","11.1","0.0","7.8"
"USC00284339","JERSEY CITY, NJ US","1987-11-08","0.0","17.8","6.7","15.6"
"USC00284339","JERSEY CITY, NJ US","1987-11-09","0.0","15.6","10.0","10.0"
"USC00284339","JERSEY CITY, NJ US","1987-11-10","0.0",,,
"USC00284339","JERSEY CITY, NJ US","1987-11-11","14.2","-1.1","-3.9","-3.9"
"USC00284339","JERSEY CITY, NJ US","1987-11-12","0.0","6.7","-3.9","2.2"
"USC00284339","JERSEY CITY, NJ US","1987-11-13","0.0","15.0","2.2","5.6"
"USC00284339","JERSEY CITY, NJ US","1987-11-14","0.0","17.8","3.3","5.0"
"USC00284339","JERSEY CITY, NJ US","1987-11-15","0.0","12.2","3.9","3.9"
"USC00284339","JERSEY CITY, NJ US","1987-11-16","0.0","10.6","1.1","8.9"
"USC00284339","JERSEY CITY, NJ US","1987-11-17","0.0","17.8","8.9","12.2"
"USC00284339","JERSEY CITY, NJ US","1987-11-18","0.0","21.1","12.2","12.2"
"USC00284339","JERSEY CITY, NJ US","1987-11-19","0.0","10.0","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1987-11-20","2.0","7.8","0.0","0.0"
"USC00284339","JERSEY CITY, NJ US","1987-11-21","0.0","0.0","-8.9","-8.9"
"USC00284339","JERSEY CITY, NJ US","1987-11-22","0.0","1.1","-8.9","-2.2"
"USC00284339","JERSEY CITY, NJ US","1987-11-23","0.0","8.9","-3.3","4.4"
"USC00284339","JERSEY CITY, NJ US","1987-11-24","0.0","15.6","3.3","7.8"
"USC00284339","JERSEY CITY, NJ US","1987-11-25","0.0","11.1","3.9","10.0"
"USC00284339","JERSEY CITY, NJ US","1987-11-26","0.0","14.4","6.7","1.1"
"USC00284339","JERSEY CITY, NJ US","1987-11-27","0.0","5.6","0.0","2.2"
"USC00284339","JERSEY CITY, NJ US","1987-11-28","0.0","5.6","2.2","3.3"
"USC00284339","JERSEY CITY, NJ US","1987-11-29",,,,
"USC00284339","JERSEY CITY, NJ US","1987-11-30",,,,
"USC00284339","JERSEY CITY, NJ US","1987-12-01","0.0","10.0","2.2","3.9"
"USC00284339","JERSEY CITY, NJ US","1987-12-02","0.0","5.6","0.0","0.0"
"USC00284339","JERSEY CITY, NJ US","1987-12-03","0.0","4.4","-1.1","2.2"
"USC00284339","JERSEY CITY, NJ US","1987-12-04","21.3","4.4","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-05","0.0","2.2","-1.1","-0.6"
"USC00284339","JERSEY CITY, NJ US","1987-12-06","0.0","4.4","-1.1","-1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-07","0.0","5.6","-1.7","1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-08","0.0","7.2","-1.1","4.4"
"USC00284339","JERSEY CITY, NJ US","1987-12-09","0.0","11.7","3.3","10.6"
"USC00284339","JERSEY CITY, NJ US","1987-12-10","2.3","13.3","7.8","7.8"
"USC00284339","JERSEY CITY, NJ US","1987-12-11","6.1","10.0","2.8","3.3"
"USC00284339","JERSEY CITY, NJ US","1987-12-12","6.4","11.1","3.3","4.4"
"USC00284339","JERSEY CITY, NJ US","1987-12-13","0.0","8.9","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1987-12-14","0.0","7.8","0.0","2.2"
"USC00284339","JERSEY CITY, NJ US","1987-12-15","7.6","5.6","2.2","3.3"
"USC00284339","JERSEY CITY, NJ US","1987-12-16","0.0","4.4","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-17","0.0","3.3","-2.2","-1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-18","0.0","3.3","-1.1","-1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-19","0.0","3.3","-1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-20","3.6","6.7","0.0","4.4"
"USC00284339","JERSEY CITY, NJ US","1987-12-21","0.0","5.6","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-22","0.0","6.7","4.4","3.3"
"USC00284339","JERSEY CITY, NJ US","1987-12-23","0.0","6.7","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1987-12-24","0.0","7.8","0.0","5.6"
"USC00284339","JERSEY CITY, NJ US","1987-12-25","0.0","10.0","4.4","10.0"
"USC00284339","JERSEY CITY, NJ US","1987-12-26","8.9","8.9","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-27","0.0","2.2","-2.2","-1.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-28","1.3","2.2","-2.2","-2.2"
"USC00284339","JERSEY CITY, NJ US","1987-12-29","35.6","-2.2","-11.1","-11.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-30","0.0","-10.0","-13.3","-11.1"
"USC00284339","JERSEY CITY, NJ US","1987-12-31","0.0","2.2","-11.1","0.0"
"USC00284339","JERSEY CITY, NJ US","1988-01-01","1.0","5.6","1.1","1.1"
"USC00284339","JERSEY CITY, NJ US","1988-01-02",,"2.2","-6.7","-16.7"
"USC00284339","JERSEY CITY, NJ US","1988-01-03","2.5","-2.2","-2.2","-7.8"
"USC00284339","JERSEY CITY, NJ US","1988-01-04",,"3.3","-3.3","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-05",,"-5.6","-13.3","-12.8"
"USC00284339","JERSEY CITY, NJ US","1988-01-06",,"-11.1","-16.1","-13.3"
"USC00284339","JERSEY CITY, NJ US","1988-01-07",,"-6.7","-13.3","-10.0"
"USC00284339","JERSEY CITY, NJ US","1988-01-08",,"-6.7","-10.0","-6.7"
"USC00284339","JERSEY CITY, NJ US","1988-01-09","2.0","-3.3","-6.7","-5.6"
"USC00284339","JERSEY CITY, NJ US","1988-01-10",,"-3.3","-7.8","-6.7"
"USC00284339","JERSEY CITY, NJ US","1988-01-11",,"-2.2","-10.0","-8.9"
"USC00284339","JERSEY CITY, NJ US","1988-01-12",,"-1.1","-10.6","-3.3"
"USC00284339","JERSEY CITY, NJ US","1988-01-13",,"1.7","-4.4","-4.4"
"USC00284339","JERSEY CITY, NJ US","1988-01-14",,"-6.7","-15.0","-13.3"
"USC00284339","JERSEY CITY, NJ US","1988-01-15",,"-11.1","-15.6","-12.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-16",,"-13.3","1.1","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-17",,"3.3","-3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-01-18","13.7","5.6","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-19",,"8.9","2.2","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-01-21",,"7.8","-1.7","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-01-22",,"3.3","-6.1","-6.1"
"USC00284339","JERSEY CITY, NJ US","1988-01-23",,"2.2","-7.8","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-24",,"5.6","-2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-25",,"2.8","1.7","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-26",,"1.7","-11.7","-8.9"
"USC00284339","JERSEY CITY, NJ US","1988-01-27",,"-3.3","-12.2","-10.0"
"USC00284339","JERSEY CITY, NJ US","1988-01-28",,"-5.0","-13.9","-6.1"
"USC00284339","JERSEY CITY, NJ US","1988-01-29",,"-1.1","-11.1","-4.4"
"USC00284339","JERSEY CITY, NJ US","1988-01-30",,"3.3","-4.4","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-01-31",,"10.0","2.2",
"USC00284339","JERSEY CITY, NJ US","1988-02-01","0.0","15.6","5.6","8.9"
"USC00284339","JERSEY CITY, NJ US","1988-02-02","50.3","14.4","2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-03","0.0","1.1","-3.3","-3.3"
"USC00284339","JERSEY CITY, NJ US","1988-02-04","26.9","2.2","-3.3","-1.1"
"USC00284339","JERSEY CITY, NJ US","1988-02-05","0.0","-1.1","-8.9","-2.8"
"USC00284339","JERSEY CITY, NJ US","1988-02-06","0.0","-3.3","-12.2","-12.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-07","0.0","-6.7","-14.4","-7.8"
"USC00284339","JERSEY CITY, NJ US","1988-02-08","0.0","2.2","-7.8","-3.3"
"USC00284339","JERSEY CITY, NJ US","1988-02-09","0.0","0.0","-6.7","-1.7"
"USC00284339","JERSEY CITY, NJ US","1988-02-10","0.0","4.4","-2.2","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-11","0.0","1.1","-2.2","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-12","20.6","2.2","-1.7","-1.1"
"USC00284339","JERSEY CITY, NJ US","1988-02-13","0.0","-7.8","-1.1","-6.7"
"USC00284339","JERSEY CITY, NJ US","1988-02-14","0.0","1.1","-6.7","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-15","0.0","2.2","-1.1","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-16","0.0","4.4","-3.3","-3.3"
"USC00284339","JERSEY CITY, NJ US","1988-02-17","0.0","6.7","-3.3","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-18","0.0","10.0","1.7","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-02-19","40.1","4.4","-1.1","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-02-20","2.5","8.9","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-02-21","0.0","3.3","-4.4","-4.4"
"USC00284339","JERSEY CITY, NJ US","1988-02-22","0.0","4.4","-4.4","0.0"
"USC00284339","JERSEY CITY, NJ US","1988-02-23","0.0","15.6","-1.1","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-24","0.0","3.3","-2.8",
"USC00284339","JERSEY CITY, NJ US","1988-02-25","0.0","2.2","-5.6","-4.4"
"USC00284339","JERSEY CITY, NJ US","1988-02-26","0.0","2.2","-6.7","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-27","9.7","1.1","-2.2","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-02-28","0.0","3.3","-5.6","-1.1"
"USC00284339","JERSEY CITY, NJ US","1988-02-29","0.0","5.6","-2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-03-01","0.0","5.0","-2.2","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-03-02","0.0","6.7","-5.6","6.7"
"USC00284339","JERSEY CITY, NJ US","1988-03-03","7.1","10.0","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-03-04","19.3","3.3","-1.1","-1.1"
"USC00284339","JERSEY CITY, NJ US","1988-03-05","0.0","3.3","-4.4","-1.1"
"USC00284339","JERSEY CITY, NJ US","1988-03-06","0.0","4.4","-2.2","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-03-07","0.0","13.3","1.7","6.1"
"USC00284339","JERSEY CITY, NJ US","1988-03-08","0.0","8.9","1.7","1.7"
"USC00284339","JERSEY CITY, NJ US","1988-03-09","2.5","11.1","2.8","5.6"
"USC00284339","JERSEY CITY, NJ US","1988-03-10","0.0","7.8","3.3","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-03-11","0.0","8.9","-1.7","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-03-12","0.0","8.9","2.2","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-03-13","0.0","15.6","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-03-14","1.3","6.7","0.0","0.0"
"USC00284339","JERSEY CITY, NJ US","1988-03-15","0.0","4.4","-3.3","-3.3"
"USC00284339","JERSEY CITY, NJ US","1988-03-16","0.0","4.4","-1.1","-1.1"
"USC00284339","JERSEY CITY, NJ US","1988-03-17","0.0","6.7","-2.8","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-03-18","0.0","4.4","-1.1","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-03-19","0.0","6.7","-1.1","-0.6"
"USC00284339","JERSEY CITY, NJ US","1988-03-20","0.0","3.9","-4.4","-4.4"
"USC00284339","JERSEY CITY, NJ US","1988-03-21","0.0","0.0","-7.8","-6.7"
"USC00284339","JERSEY CITY, NJ US","1988-03-22","0.0","2.2","-10.0","-2.2"
"USC00284339","JERSEY CITY, NJ US","1988-03-23","0.0","5.6","-2.2","1.1"
"USC00284339","JERSEY CITY, NJ US","1988-03-24","0.0","23.3","-0.6","14.4"
"USC00284339","JERSEY CITY, NJ US","1988-03-25","0.0","17.8","7.8","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-03-26","2.5","11.1","6.7","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-03-27","0.0","12.2","5.6","5.6"
"USC00284339","JERSEY CITY, NJ US","1988-03-28","0.0","8.9","3.3","7.2"
"USC00284339","JERSEY CITY, NJ US","1988-03-29","0.0","11.1","4.4","5.0"
"USC00284339","JERSEY CITY, NJ US","1988-03-30","0.0","11.1","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-03-31","0.0","16.7","3.9","8.9"
"USC00284339","JERSEY CITY, NJ US","1988-04-01","0.5","10.0","6.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1988-04-02","0.0","13.3","5.6","5.6"
"USC00284339","JERSEY CITY, NJ US","1988-04-03","0.0","10.0","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-04-04","5.8","17.8","4.4","14.4"
"USC00284339","JERSEY CITY, NJ US","1988-04-05","0.0","21.1","10.0","13.9"
"USC00284339","JERSEY CITY, NJ US","1988-04-06","0.0","14.4","6.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1988-04-07","31.8","5.6","5.6","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-04-08","0.0","15.6","6.1","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-04-09","0.0","15.6","4.4","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-04-10","0.0","11.1","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-04-11","0.0","11.1","4.4","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-04-12","0.0","11.1","4.4","7.2"
"USC00284339","JERSEY CITY, NJ US","1988-04-13","0.0","8.3","2.2","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-04-14","0.0","6.7","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-04-15","4.8","10.0","3.3","4.4"
"USC00284339","JERSEY CITY, NJ US","1988-04-16","0.0","0.0","5.6","2.2"
"USC00284339","JERSEY CITY, NJ US","1988-04-17","0.0","15.6","1.1","12.2"
"USC00284339","JERSEY CITY, NJ US","1988-04-18",,"15.6","10.0","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-04-19","0.0","10.6","3.3","3.3"
"USC00284339","JERSEY CITY, NJ US","1988-04-20","0.0","11.1","3.3","5.6"
"USC00284339","JERSEY CITY, NJ US","1988-04-21","0.0","13.3","4.4","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-04-22","0.0","13.3","5.6","8.9"
"USC00284339","JERSEY CITY, NJ US","1988-04-23","0.0","10.0","6.7","5.0"
"USC00284339","JERSEY CITY, NJ US","1988-04-24","0.0","4.4","14.4","6.7"
"USC00284339","JERSEY CITY, NJ US","1988-04-25","0.0","15.6","4.4","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-04-26","0.0","10.0","4.4","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-04-27","0.5","5.6","15.6","8.9"
"USC00284339","JERSEY CITY, NJ US","1988-04-28","19.6","15.6","7.8","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-04-29","10.7","14.4","7.8","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-04-30","7.1","13.3","5.6","7.8"
"USC00284339","JERSEY CITY, NJ US","1988-05-01","0.0","13.3","5.6","8.9"
"USC00284339","JERSEY CITY, NJ US","1988-05-02","4.6","13.3","6.7","6.7"
"USC00284339","JERSEY CITY, NJ US","1988-05-03","0.0","13.3","6.7","8.9"
"USC00284339","JERSEY CITY, NJ US","1988-05-04","0.0","16.7","15.6","8.9"
"USC00284339","JERSEY CITY, NJ US","1988-05-05","30.0","12.2","10.0","10.0"
"USC00284339","JERSEY CITY, NJ US","1988-05-06","28.4","13.3","10.0","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-05-07","10.2","14.4","10.0","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-05-08","0.0","21.1","10.0","10.0"
"USC00284339","JERSEY CITY, NJ US","1988-05-09","0.0","13.3","7.8","10.0"
"USC00284339","JERSEY CITY, NJ US","1988-05-10","0.0","15.6","5.6","10.0"
"USC00284339","JERSEY CITY, NJ US","1988-05-11","7.1","15.6","8.9","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-05-12","0.0","20.0","7.8","11.1"
"USC00284339","JERSEY CITY, NJ US","1988-05-13","0.0","22.2","11.1","17.8"
"USC00284339","JERSEY CITY, NJ US","1988-05-14","2.5","21.1","11.1","11.1"
"USC00284339","JERSEY CITY, NJ US","1988-05-15","0.0","17.8","11.1","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-05-16","0.0","17.8","9.4","12.2"
"USC00284339","JERSEY CITY, NJ US","1988-05-17","2.5","15.6","11.1","11.1"
"USC00284339","JERSEY CITY, NJ US","1988-05-18","51.1","15.6","8.9","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-05-19","10.2","14.4","12.2","12.2"
"USC00284339","JERSEY CITY, NJ US","1988-05-20","0.0","16.7","11.1","11.1"
"USC00284339","JERSEY CITY, NJ US","1988-05-21","0.0","16.1","11.1","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-05-22","0.0","20.0","11.7","14.4"
"USC00284339","JERSEY CITY, NJ US","1988-05-23","2.0","22.2","13.3","18.9"
"USC00284339","JERSEY CITY, NJ US","1988-05-24","11.4","27.8","16.7","17.8"
"USC00284339","JERSEY CITY, NJ US","1988-05-25","6.6","16.7","9.4","9.4"
"USC00284339","JERSEY CITY, NJ US","1988-05-26","0.0","17.8","7.8","12.2"
"USC00284339","JERSEY CITY, NJ US","1988-05-27","0.0","26.7","15.6","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-05-28","0.0","25.6","15.6","17.2"
"USC00284339","JERSEY CITY, NJ US","1988-05-29","0.0","28.3","17.8","14.4"
"USC00284339","JERSEY CITY, NJ US","1988-05-30","0.0","30.0","20.0","22.8"
"USC00284339","JERSEY CITY, NJ US","1988-05-31","0.0","31.1","23.3","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-06-01","14.0","31.7","15.6","15.6"
"USC00284339","JERSEY CITY, NJ US","1988-06-02","0.0","15.6","11.1","-15.0"
"USC00284339","JERSEY CITY, NJ US","1988-06-03","0.5","15.6","11.1","11.1"
"USC00284339","JERSEY CITY, NJ US","1988-06-04","1.0","16.1","8.9","12.2"
"USC00284339","JERSEY CITY, NJ US","1988-06-05","0.0","26.7","11.1","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-06-06","0.0","25.6","17.8","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-06-07","0.0","23.9","16.7","16.7"
"USC00284339","JERSEY CITY, NJ US","1988-06-08","0.0","20.6","14.4","17.8"
"USC00284339","JERSEY CITY, NJ US","1988-06-09","0.0","16.7","13.9","14.4"
"USC00284339","JERSEY CITY, NJ US","1988-06-10","0.0","17.8","10.0","14.4"
"USC00284339","JERSEY CITY, NJ US","1988-06-11","0.0","24.4","12.8","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-06-12","0.0",,,
"USC00284339","JERSEY CITY, NJ US","1988-06-13","0.0","32.2","20.6","26.7"
"USC00284339","JERSEY CITY, NJ US","1988-06-14","0.0",,,
"USC00284339","JERSEY CITY, NJ US","1988-06-15","0.0","34.4","23.3","27.8"
"USC00284339","JERSEY CITY, NJ US","1988-06-16","0.0","32.2","24.4","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-06-17","0.5","23.9","20.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-06-18","0.0","24.4","18.3","19.4"
"USC00284339","JERSEY CITY, NJ US","1988-06-19","0.0","26.7","18.9","21.1"
"USC00284339","JERSEY CITY, NJ US","1988-06-20","0.0","27.8","18.9","26.7"
"USC00284339","JERSEY CITY, NJ US","1988-06-21","0.0","32.2","19.4","28.3"
"USC00284339","JERSEY CITY, NJ US","1988-06-22","0.0","33.3","22.2","30.0"
"USC00284339","JERSEY CITY, NJ US","1988-06-23","0.0","28.9","18.9","18.9"
"USC00284339","JERSEY CITY, NJ US","1988-06-24","0.0","22.2","13.9","16.7"
"USC00284339","JERSEY CITY, NJ US","1988-06-25","0.0","21.1","16.7","17.8"
"USC00284339","JERSEY CITY, NJ US","1988-06-26","7.6","26.7","15.6","15.6"
"USC00284339","JERSEY CITY, NJ US","1988-06-27","0.0","24.4","13.3","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-06-28","0.0","27.8","15.6","23.3"
"USC00284339","JERSEY CITY, NJ US","1988-06-29","0.3","22.2","17.8","17.8"
"USC00284339","JERSEY CITY, NJ US","1988-06-30","0.0","21.1","13.3","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-07-01","0.0","20.6","12.2","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-07-02","0.0","24.4","13.3","18.9"
"USC00284339","JERSEY CITY, NJ US","1988-07-03","0.0","27.8","15.6","18.9"
"USC00284339","JERSEY CITY, NJ US","1988-07-04","0.0","27.8","17.8","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-07-05","0.0","27.8","20.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-07-06","0.0","28.9","18.9","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-07-07","0.0","29.4","20.6","26.7"
"USC00284339","JERSEY CITY, NJ US","1988-07-08","0.0","33.9","21.7","25.0"
"USC00284339","JERSEY CITY, NJ US","1988-07-09","0.0","27.8","22.2","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-07-10","0.5","31.1","22.2","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-07-11","0.0","34.4","24.4","31.1"
"USC00284339","JERSEY CITY, NJ US","1988-07-12","2.5","28.9","23.3","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-07-13","0.0","30.0","22.2","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-07-14","0.0","30.0","20.0","28.9"
"USC00284339","JERSEY CITY, NJ US","1988-07-15","0.0","31.1","23.3","23.3"
"USC00284339","JERSEY CITY, NJ US","1988-07-16","1.3","34.4","22.2","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-07-17","0.5","32.2","22.2","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-07-18","0.0","31.1","21.1","21.7"
"USC00284339","JERSEY CITY, NJ US","1988-07-19","1.3","28.9","21.1","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-07-20","51.6","25.6","22.2","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-07-21","49.8","25.6","20.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-07-22","0.8","23.3","20.0","21.1"
"USC00284339","JERSEY CITY, NJ US","1988-07-23","7.1","25.6","20.6","21.7"
"USC00284339","JERSEY CITY, NJ US","1988-07-24","5.1","26.1","21.1","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-07-25","0.0","31.1","19.4","23.3"
"USC00284339","JERSEY CITY, NJ US","1988-07-26","50.3","27.8","21.1","21.1"
"USC00284339","JERSEY CITY, NJ US","1988-07-27","0.3","26.7","20.0","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-07-28","0.3","26.7","20.0","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-07-29","0.0","33.3","21.1","24.4"
"USC00284339","JERSEY CITY, NJ US","1988-07-30","0.0","35.6","24.4","28.9"
"USC00284339","JERSEY CITY, NJ US","1988-07-31","0.0","30.0","23.3","23.3"
"USC00284339","JERSEY CITY, NJ US","1988-08-01","0.0","27.8","23.3","26.1"
"USC00284339","JERSEY CITY, NJ US","1988-08-02","0.0","32.2","22.2","30.0"
"USC00284339","JERSEY CITY, NJ US","1988-08-03","0.0","30.0","24.4","26.1"
"USC00284339","JERSEY CITY, NJ US","1988-08-04","0.0","27.8","24.4","25.6"
"USC00284339","JERSEY CITY, NJ US","1988-08-05","0.0","27.8","24.4","25.6"
"USC00284339","JERSEY CITY, NJ US","1988-08-06","0.0","27.8","23.3","23.3"
"USC00284339","JERSEY CITY, NJ US","1988-08-07","0.0","28.9","23.9","23.9"
"USC00284339","JERSEY CITY, NJ US","1988-08-08","0.0","30.0","21.7","27.2"
"USC00284339","JERSEY CITY, NJ US","1988-08-09","0.0","31.1","21.1","26.7"
"USC00284339","JERSEY CITY, NJ US","1988-08-10","0.0","32.2","24.4","25.6"
"USC00284339","JERSEY CITY, NJ US","1988-08-11","0.0","31.7","24.4","27.8"
"USC00284339","JERSEY CITY, NJ US","1988-08-12","0.0","33.3","26.7","27.2"
"USC00284339","JERSEY CITY, NJ US","1988-08-13","0.0","33.9","26.7","30.0"
"USC00284339","JERSEY CITY, NJ US","1988-08-14","0.0","34.4","26.1","26.7"
"USC00284339","JERSEY CITY, NJ US","1988-08-15","0.0","32.8","25.6","27.2"
"USC00284339","JERSEY CITY, NJ US","1988-08-16","0.0","30.6","24.4","25.6"
"USC00284339","JERSEY CITY, NJ US","1988-08-17","0.0","30.0","22.2","23.3"
"USC00284339","JERSEY CITY, NJ US","1988-08-18","0.0","28.9","22.2","22.8"
"USC00284339","JERSEY CITY, NJ US","1988-08-19","0.0","22.8","16.7","19.4"
"USC00284339","JERSEY CITY, NJ US","1988-08-20","0.0","23.9","16.1","18.3"
"USC00284339","JERSEY CITY, NJ US","1988-08-21","0.0","24.4","18.3","18.3"
"USC00284339","JERSEY CITY, NJ US","1988-08-22","0.0","24.4","16.7","16.7"
"USC00284339","JERSEY CITY, NJ US","1988-08-23","0.0","26.1","15.6","16.7"
"USC00284339","JERSEY CITY, NJ US","1988-08-24","24.1","22.2","15.6","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-08-25","1.3","23.9","16.7","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-08-26","0.0","27.2","17.8","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-08-27","0.0","25.6","17.8","18.9"
"USC00284339","JERSEY CITY, NJ US","1988-08-28","0.0","26.7","21.1","25.6"
"USC00284339","JERSEY CITY, NJ US","1988-08-29","0.8","25.0","18.9","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-08-30","0.0","22.2","16.7","18.3"
"USC00284339","JERSEY CITY, NJ US","1988-08-31","0.0","26.1","13.3","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-09-01","0.0","26.7","16.7","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-09-02","0.0","24.4","17.8","20.6"
"USC00284339","JERSEY CITY, NJ US","1988-09-03","0.0","21.7","16.1","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-09-04","30.5","25.6","16.1","20.0"
"USC00284339","JERSEY CITY, NJ US","1988-09-05","2.5","23.9","14.4","14.4"
"USC00284339","JERSEY CITY, NJ US","1988-09-06","0.0","19.4","10.0","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-09-07","0.0","22.2","10.0","13.3"
"USC00284339","JERSEY CITY, NJ US","1988-09-08","0.0","23.3","11.7","15.0"
"USC00284339","JERSEY CITY, NJ US","1988-09-09","0.0","26.1","15.0","22.2"
"USC00284339","JERSEY CITY, NJ US","1988-09-10","0.0","28.3","19.4","21.1"
"USC00284339","JERSEY CITY, NJ US","1988-09-11","0.0","22.2","15.6","15.6"
